model,total_test_samples,correct_predictions,incorrect_predictions,test_accuracy,test_error_rate,mean_correct_confidence,mean_incorrect_confidence,low_confidence_threshold,low_confidence_prediction_count,high_confidence_error_threshold,high_confidence_error_count,cross_split_duplicate_test_records,duplicate_aware_test_samples,duplicate_aware_accuracy,official_test_used_for_training,official_test_used_for_model_selection
Baseline_CNN,1000,945,55,0.945,0.055,0.969902,0.7333555,0.7,43,0.9,15,7,993,0.9446122860020141,False,False
