epoch,loss,accuracy,lr
1,0.4055347442626953,0.8450000286102295,0.001
2,0.22436225414276123,0.9133999943733215,0.001
3,0.20020568370819092,0.9236000180244446,0.001
4,0.1605110764503479,0.9381999969482422,0.001
5,0.12758977711200714,0.9473999738693237,0.001
6,0.12330841273069382,0.9520000219345093,0.001
7,0.10696782171726227,0.9610000252723694,0.001
8,0.09862198680639267,0.9592000246047974,0.001
9,0.09624266624450684,0.9610000252723694,0.001
10,0.08000607043504715,0.9693999886512756,0.001
