model,training_stage,development_samples,epochs_requested,epochs_completed,batch_size,learning_rate,class_weights_used,augmentation_used,best_epoch,best_loss,best_accuracy,official_test_used,status
DenseNet121,classification_head,5000,10,10,32,0.001,True,False,10,0.08000607043504715,0.9693999886512756,False,PASS
